내용링크,제목,작가,별점,줄거리,태그,관심,이용가,몇화,이미지링크
/webtoon/list?titleId=803767,대위님! 이번 전쟁터는 이곳인가요?,김망고 / 비터버 / 리묘,9.95,"대한민국의 내로라 하는 엘리트 특전사 대위 이윤아.
뼛속까지 군인인 그녀의 인생에 로맨스 따위는 없었다.
 
그러나 해외파병 중 포탄을 맞고 정신을 잃은 그녀 앞에 전혀 다른 세상이 펼쳐진다.
 
친구가 쓴 로맨스 판타지 소설에 빙의된 것!
그것도 비루한 삶을 살아가는 엑스트라 '로잘리'가 되어.
 
깊은 한숨을 내쉬며 머리를 짚는 것도 잠깐, 그녀는 이곳을 전쟁터라 여기고 삶을 바꾸기로 한다.
 
""여긴 계급사회지. 내가 군대라는 계급사회는 질릴 정도로 체험을 했거든.""
 
절대적 카리스마로 공작가를 정복해나가는 대위님!
하지만 의도치 않게 로맨스까지 휘어잡게 되는데….
 
""공작, 황태자를 꿇린 소감이 어때? 황제 폐하를 제외하고 처음으로 누군가한테 무릎 꿇은 건데.""
 
원작 남주인공은 여주인공이 아닌 그녀에게 무릎까지 꿇는다.
사랑은 안중에도 없었던 대위님, 이번 전쟁터에서도 승리할 수 있을까?",#로맨스#차원이동#밀리터리#빙의#로판#걸크러시#소설원작,78268,전체연령가,총 44화,https://image-comic.pstatic.net/webtoon/803767/thumbnail/thumbnail_IMAG21_63c2a7a4-ca93-4ab4-8224-769b3dfa692b.jpg
/webtoon/list?titleId=805203,바스티안,아빈 / 솔체,9.96,"고물상의 손자와 거지 공주가 결혼했다.
유효 기간은 2년, 각자의 이익을 도모하기 위한 계약이었다.
촉망받는 해군 장교이자 대부호, 금빛 찬란한 성공을 거두고도 비천한 혈통 탓에 멸시받는 고물상의 손자.
바스티안 클라우비츠는 출세와 복수를 위한 징검돌이 필요했다.
과거의 영광밖에 남지 않은 몰락 귀족, 황실의 혈통을 가지고도 날품팔이를 해 생계를 이어가는 거지 공주.
오데트 폰 디센은 새로운 삶을 시작하기 위한 돈이 필요했다.
성공적인 거래라고 생각했다.
예상치 못한 손해가 발생하기 전까지는.
“내게 가장 소중한 걸 망쳐 놓았으니, 너도 가장 소중한 걸 잃어야 공평한 거래지. 안 그래?” 
바스티안은 막대한 손해에 대한 책임을 묻기로 했다.
증오와 원망,미련, 이 빌어먹을 여자의 이름자까지.
모든 것이 하얗게 불태워져 사라진 완전한 끝을 위하여.",#로맨스#2030연애#혐관로맨스#선결혼후연애#로판#소설원작,119135,15세 이용가,총 37화,https://image-comic.pstatic.net/webtoon/805203/thumbnail/thumbnail_IMAG21_7c73fc44-700b-4bf4-a1a2-7d3e781638a8.jpg
/webtoon/list?titleId=807829,평화식당,턍 / 서우서우,9.89,"여러 차원이 뒤섞여 아수라장이 된 서울.
지옥에서 온 마왕, 축복 받은 용사, 멸망급 드래곤...
그들 모두 이곳 평화식당에선 얌전한 손님에 불과하다!

차원 최강 요리사 '수아'의 평화로운(?) 식당 운영기!!",#판타지#먼치킨,38609,12세 이용가,총 29화,https://image-comic.pstatic.net/webtoon/807829/thumbnail/thumbnail_IMAG21_7a731990-1b33-4d79-8c00-e8fe03460618.jpg
/webtoon/list?titleId=801555,언다잉,임목원,9.90,"전국의 죽어가던 노인들의 병이 한순간에 싹 나았다면?
노인 인구가 급증하고 사회적 비용은 폭발 직전!
졸지에 노인들을 부양하게 된 젊은 사람들 사이에서 노인들이 버림받고 살해당하는 일도 심심찮게 벌어지게 되는데...
죽어가던 사람들이 되살아난 기적인 줄 알았지만 재난인 이야기
죽지않는 노인들, 기적일까 저주일까
불청객이 되어버린 사람들의 이야기가 시작된다.",#스릴러,49072,12세 이용가,총 53화,https://image-comic.pstatic.net/webtoon/801555/thumbnail/thumbnail_IMAG21_e90dca57-f705-4a4e-8848-752d809b4b8b.jpg
/webtoon/list?titleId=800796,온리호프,초승,9.97,"사랑스러운 남편의 살인을 목격한 그날 밤,
은혜는 살해 당해 그를 처음 만난 9년 전으로 돌아왔다.
과연 남편의 연쇄살인을 막을 수 있을까?
그리고... 예전처럼 다시 사랑할 수 있을까?",#로맨스#타임슬립#고자극로맨스#회귀,211710,15세 이용가,총 51화,https://image-comic.pstatic.net/webtoon/800796/thumbnail/thumbnail_IMAG21_e5f6d283-25ac-4c32-be9a-b883c1ba7b87.jpg
/webtoon/list?titleId=814289,그거 사랑 아니야,민원백,9.73,"수연은 6년 사귄 남자친구 정현과 결혼하려고 하지만 이기적이고 자기밖에 모르는 정현과의 결혼을 주변에서 모두 반대한다.

""나랑 왜 결혼하고 싶어?"" 정현의 마음을 확신 받고자 던진 수연의 질문에 정현은 뜻밖의 답을 내놓는다.
""우리 아버지 곧 퇴직하시는데 그전에 뿌린 축의금 환수해야지.""

뭐!? 그게 나와 결혼하려는 이유라고!? 혼란스러운 마음도 잠시, 회사 후임 도경과 지독하게 엮여버리는데…",#로맨스#2030연애#현실로맨스#오피스로맨스,15935,12세 이용가,총 8화,https://image-comic.pstatic.net/webtoon/814289/thumbnail/thumbnail_IMAG21_9ea6aae5-1236-4ff9-9a36-d4bb1eb5f210.jpg
/webtoon/list?titleId=777515,쌈빡,38,9.77,"마천에는 오래된 소문이 하나 있다.
그것은 이 학교가 조폭양성소라는 소문..
물론 아직은 소문일 뿐이다.",#액션#학원물,108628,15세 이용가,총 77화,https://image-comic.pstatic.net/webtoon/777515/thumbnail/thumbnail_IMAG21_54762710-164c-4341-90ac-d9cea424eb15.jpg
/webtoon/list?titleId=800506,웅크,나유진,9.97,"그시절 우리가 사랑했던 웹툰 <일상날개짓> 나유진 작가님의 힐링 차기작. '나는 왜 태어났을까?' 지금 이곳에 존재하기 위해 얼마나 꼬물꼬물 애썼던가. 그 잃어버린 기억을 찾아 떠나는 엄마 뱃속 감성 판타지! 하나의 세포에 불과했던 우리 모두가 거쳐온, 280일의 성장 이야기가 시작된다.",#감성#무해한#힐링,64984,전체연령가,총 111화,https://image-comic.pstatic.net/webtoon/800506/thumbnail/thumbnail_IMAG21_21640049-34da-44e5-82d7-bbb7aca3a3f8.jpg
/webtoon/list?titleId=794102,킬 더 드래곤,현가 / 미스 지수 / 백수귀족,9.95,"""필사적으로 살아남아라.""

인류는 침략자 '드래곤'에게 멸망을 선고받았다.
붕괴 직전의 세계에서 인류를 수호하기 위해
전쟁고아 이한은 '사이커'로 각성한다!",#액션#레드아이스 스튜디오#헌터물#소설원작,73562,15세 이용가,총 79화,https://image-comic.pstatic.net/webtoon/794102/thumbnail/thumbnail_IMAG21_f6a66314-b084-4f48-ae7d-e5ee5771f17a.jpg
/webtoon/list?titleId=805658,신컨의 원 코인 클리어,스튜디오 호호이 / Akheres ,9.85,"가입자 30억, 동시 접속자 3억. 클리어한 사람 0명.
수천만명이 수천, 수만번 도전해도 클리어 하지 못한 가상현실 게임 ‘단탈리안’에 동생이 갇혔다.
""나 킹피 월챔 5회 연속 우승자야. 나보다 가상현실 게임 잘 하는사람, 공식적으로는 없어.""
""단탈리안은 한번도 해본 적 없잖아!""
""괜찮아.
단탈리안, 내가 깬다.""",#판타지#소설원작,57228,전체연령가,총 44화,https://image-comic.pstatic.net/webtoon/805658/thumbnail/thumbnail_IMAG21_707d140c-65e7-4164-a885-dd99ea22f266.jpeg
/webtoon/list?titleId=794742,로또 황녀님,"무무경 / 도힌, 보리멸",9.96,"[나는 환생과 회귀를 멋지게 한 아기를 만나고 싶단다. 한 번 더 살아볼 테냐?]

전생의 유명 유튜버, 

다음 인생에서 신이 좋은 가문에 태어나게 해 준댔는데,
망한 황실의 황녀로 태어나고 말았다!

그런데 절망도 잠시, 띠롱! 소리와 함께 눈앞에 채팅창이 떠올랐다.

이게 다 뭐야?

[베르크: 내 조카가 빵이 먹고 싶다는군.]
[베르크: 제국의 모든 빵집을 수배해.]",#로맨스#러블리#육아물#로판,85916,전체연령가,총 61화,https://image-comic.pstatic.net/webtoon/794742/thumbnail/thumbnail_IMAG21_761b9cda-5024-4109-bd3d-77e07ca6010f.jpg
/webtoon/list?titleId=804333,그냥 선생님,연일,9.97,"선생님 집은 학교 아니에요? 선생님도 집이 있어요?

우리들 모두의 학창 시절, 언제나 그 자리에 있을 거만 같은 선생님들.
수업이 끝난 교실, 학교 바깥. 그냥 선생님들의 평범하고 사랑스러운 일상,

일상 로맨스 <그냥 선생님>",#일상,80214,전체연령가,총 84화,https://image-comic.pstatic.net/webtoon/804333/thumbnail/thumbnail_IMAG21_b39d8b31-ca85-492f-8588-c766aa2b3c27.jpg
/webtoon/list?titleId=804318,죽음으로 구원하사,고요빛 / 유니,9.90,연령확인필요,연령확인필요,연령확인필요,연령확인필요,연령확인필요,연령확인필요
/webtoon/list?titleId=801038,성스러운 그대 이르시길,"26, 유다, 앵뚜 / 로주 / 미나토",9.97,"신성국의 이단심문관 '맥클라트'는 대신관의 명으로 사악한 대마녀 '비에니'를 사로잡는다. 그런데 비에니는 오히려 마녀사냥을 돕겠다며 다른 마녀들을 밀고한다. 자기 앞에선 두려움에 떨면서도, 마녀를 정화하는 데는 거리낌이 없는 비에니. 그녀를 곁에 두며 맥클라트는 자신의 감정과 신념에 점점 혼란스러움을 느끼는데...",#로맨스#소설원작,91256,15세 이용가,총 56화,https://image-comic.pstatic.net/webtoon/801038/thumbnail/thumbnail_IMAG21_487ec2b2-9670-456f-9837-733602d048b1.jpg
/webtoon/list?titleId=809872,룸9,은작,9.79,"평범한 대학생 채수진은 정체 모를 공간에 감금되어 있다. 몇 날을 고립감과 외로움으로 괴로워하던 중 이곳에 대한 소개와 나갈 수 있는 방법이 제시된다. 공간은 9개의 밀실로 구성되어 있고 각 방에는 사람들이 갇혀있다. 갇혀있는 사람들 중에 잔인한 연쇄살인마가 있고, 이곳을 탈출하는 유일한 방법은 이 살인마를 죽이는 것이다. 과연 채수진은 지옥에서 빠져나갈 수 있을 것인가!",#스릴러,26031,15세 이용가,총 23화,https://image-comic.pstatic.net/webtoon/809872/thumbnail/thumbnail_IMAG21_54a73ea1-f5b7-482e-81be-6e5d049b7e3e.jpg
/webtoon/list?titleId=732036,후덜덜덜 남극전자,김민혁,9.87,"남극전자 출근 1일차, 신입사원 김정훈! 
이직을 준비중입니다.",#개그,48509,전체연령가,총 217화,https://image-comic.pstatic.net/webtoon/732036/thumbnail/thumbnail_IMAG21_a5f5b19f-5c44-4adf-b801-ec831eadc27b.jpg
/webtoon/list?titleId=799524,절대복종,혼,9.03,"일진들의 괴롭힘을 받던 다임은 
자신의 오래된 핸드폰에서 자신의 인생을 바꿀 게임을 만나게 된다.
일진들을 부려먹고, 선량한 조력자들을 포섭하여 성장시킬 수 있는 사기적인 전략 RPG 게임!
이 RPG 게임의 최종 목표는 학교 폭력을 세상에서 없애는 것이다.",#액션#게임판타지#학원물,54701,15세 이용가,총 62화,https://image-comic.pstatic.net/webtoon/799524/thumbnail/thumbnail_IMAG21_b01c5e4c-fe6f-4817-a0db-b00b80b3ec94.jpeg
/webtoon/list?titleId=644112,몽홀,장태산,9.90,"차갑고 척박한 땅 몽홀
그 곳에서 펼쳐지는 감동의 대서사시",#무협/사극#역사물,94742,전체연령가,총 420화,https://image-comic.pstatic.net/webtoon/644112/thumbnail/thumbnail_IMAG21_3618981192359294768.jpg
/webtoon/list?titleId=783540,여름여자 하보이,석영,9.97,"여름마다 비밀을 간직한 여자, 하보이.
내 머리속엔 ‘이것’만 있어야 하는데 윗층에 세 들어온 트롯 작사가 을준이 거슬리기 시작한다!
간단명료한 그녀 ‘하보이’와 복잡미묘한 그 ‘권을준’의 로맨틱 코미디.",#로맨스#성별반전#2020 지상최대공모전,90496,12세 이용가,총 79화,https://image-comic.pstatic.net/webtoon/783540/thumbnail/thumbnail_IMAG21_68171ccc-7365-47ed-babe-6e20dc3fc3b5.jpg
/webtoon/list?titleId=794743,스토커의 하루,bunny,9.62,옆집엔 스토커가 살고 윗집엔 미치광이가 산다! 끔찍한 기억의 고시원에서 벗어나 허름한 원룸으로 도망쳐 나온 미대생 ‘김하루’. 이사 온 지 한 달 만에 옆집에는 자살 사건이 발생하고 그 방엔 음침하고 수상해 보이는 여자가 이사 온다. 그러던 어느 날 집으로 돌아온 김하루의 눈앞에 자신의 방에서 식칼을 든 채 서 있는 옆집 여자와 마주치게 되는데… “하루씨… 난 당신을 위해 뭐든 할 수 있어.”,#스릴러#서스펜스#괴담,49241,15세 이용가,총 74화,https://image-comic.pstatic.net/webtoon/794743/thumbnail/thumbnail_IMAG21_cda3c8aa-f076-439a-94e9-cdac4f0b5db7.jpeg
/webtoon/list?titleId=797442,멜빈이 그들에게 남긴 것,삼칠13 / 팀 해피게리 / 류희온,9.97,"""이건 당신을 지키고 복수를 돕기 위한 형식적인 혼인입니다.""
네우스 성의 귀한 아가씨, 셰릴.
어느 밤, 숙부의 반란으로 오라비가 살해당하고, 그녀 역시 죽임을 당할 위기에 처한다. 모든 걸 포기한 마지막 순간. 구원이 찾아왔다.
“기어이 내 혼약자를 죽이고 싶다면. 네우스 성은 전쟁을 각오해야 할 거다.”
가짜 혼약을 앞세워 그녀를 구해준 블레어의 성주, 펠릭스. 오라버니의 친구로만 알고 있던 그와의 낯선 결혼생활이 시작된다.",#로맨스#햇살캐#레드아이스 스튜디오#힐링#로판#소설원작,91599,12세 이용가,총 67화,https://image-comic.pstatic.net/webtoon/797442/thumbnail/thumbnail_IMAG21_cce91579-a3d8-45c0-b82e-c8e9a64faf69.jpg
/webtoon/list?titleId=799148,지니오패스,공현곤,9.91,"'살인욕구를 가진 천재들을 이용해 힘을 독차지하려는 비밀조직이 존재한다!'
참전 후 살인망상에 시달리는 퇴역군인 도마도. 치료를 위해 방문한 정신상담센터에서 다짜고짜 자신을 
대한민국 최상위급 천재라며 의문의 전화번호가 적힌 명함 한장을 건넨다. 
그 번호를 누르니 연결된 상담원은 마도에게 원하는 뒤처리 서비스를 선택하라며
네 가지 보기를 주는데… 1번 폭행, 2번 납치, 3번 강도 그리고 4번 살인.",#스릴러#서스펜스#복수극#두뇌싸움,34309,15세 이용가,총 61화,https://image-comic.pstatic.net/webtoon/799148/thumbnail/thumbnail_IMAG21_1ae3f0d3-f4ed-4a90-86f0-dc7d028b1782.jpg
/webtoon/list?titleId=799838,메소드 연기법,김이연,9.95,"메소드 연기로 유명한 천재 배우 서시아.
새로운 드라마 방영을 앞둔 그녀의 주변에서 미심쩍은 살인사건이 연이어 일어난다.
그녀의 새로운 경호원 봉수는 살인사건과 그녀 사이에 연관성이 있다는 사실을 알아차리고, 비밀을 파헤치기 위해 조금씩 사건을 파고들게 되는데….
완벽한 그녀의 연기력, 과연 숨겨진 비밀은 무엇일까?!
<뱀이 앉은 자리>, <구독금지> 김이연 작가의 스릴러 신작.",#스릴러#계략여주,35729,15세 이용가,총 60화,https://image-comic.pstatic.net/webtoon/799838/thumbnail/thumbnail_IMAG21_e19883fb-74f1-4491-9b72-8731946a11fc.jpg
/webtoon/list?titleId=794423,너의 키스씬,조니조,9.91,"예능작가 이슬, 새로 담당한 예능프로그램에 최애 아이돌인 블록슛 승찬의 출연소식을 듣는다.
10년 넘게 좋아한 최애를 만난다는 기대도 잠시, 방송국에서 우연히 최애가 다른 사람과 몰래 키스하는 현장을 목격한다.
게다가 담당한 예능 프로그램은 출연자들끼리 데이트 하는 모습으로 가득한 연애버라이어티라는데...
나 아닌 다른 사람과 썸타고 연애하는 모습을 지켜봐야 한다. 비록 그가 나의 최애, 혹은 썸남일지라도.
<점핑오버> 조니조 작가 신작!",#로맨스#비밀연애#짝사랑#2030연애#로맨스코미디#현실로맨스#직진남,72271,15세 이용가,총 75화,https://image-comic.pstatic.net/webtoon/794423/thumbnail/thumbnail_IMAG21_78b255d2-1610-4884-8226-6d2894c6fd35.jpg
/webtoon/list?titleId=795540,드래곤의 심장을 가지고 있습니다,시뉴라,9.96,"천 년전 포악한 드래곤을 무찔렀다는 용사 샤론.
샤론을 동경하며 자란 아루 앞에 어느날 정체불명의 남자가 등장한다.
뭐? 자기가 바로 그 무시무시한 드래곤이라고? 게다가 내가 바로 그 용사라는데?!
천 년만에 재회한 드래곤과 용사의 귀엽고도 애절한 로맨스 판타지!",#로맨스#2021 지상최대공모전#혐관로맨스#인외존재,62379,15세 이용가,총 48화,https://image-comic.pstatic.net/webtoon/795540/thumbnail/thumbnail_IMAG21_bb5de21f-2810-450e-9d4d-874d0decc936.jpg
/webtoon/list?titleId=780267,오!너의 리스크,바리,9.96,"국내 굴지의 대기업 재벌 3세 차 상무, 그 기업의 법무팀 사원 윤의민
이 둘은 서로 잘 아는 사이이지만 둘의 관계가 알려지면 모두에게 위험하다.
재벌 3세 차 상무로 인해 벌어지는 오너리스크 때문에",#드라마#2020 지상최대공모전,95005,15세 이용가,총 70화,https://image-comic.pstatic.net/webtoon/780267/thumbnail/thumbnail_IMAG21_7234251265032676917.jpg
/webtoon/list?titleId=783520,재앙의 날,환상특급 / 이승찬,9.86,"2009년, 한 산골마을에서 주민이 총살당한다. 연이어 일어나는 불길한 일들. 
마을에서 나고 자란 소년 '조정우'는 자신을 바라보는 미스터리한 시선을 느끼고, 
걷잡을 수 없는 재앙에 휘말리기 시작한다.",#스릴러,29437,15세 이용가,총 78화,https://image-comic.pstatic.net/webtoon/783520/thumbnail/thumbnail_IMAG21_3846462416433133112.jpg
/webtoon/list?titleId=780063,달이 없는 나라,엥비,9.97,"온 나라의 모든 집안이 부계를 따르지만, 
단 한 곳 황실만은 어머니로부터 딸에게 황위가 이어진다. 
그리고 아들을 내세워 여황제의 눈에 들고자 하는 귀족들. 
 
사랑조차 협잡이 되는 황궁에 홀로 던져진 태자 선요. 
그녀는 선택해야 한다. 태자의 정실이 되는 것은 누구일까? 
그리고 모든 것이 끝났을 때, 선요는 사랑과 권력을 둘 다 가질 수 있을까?",#로맨스#궁중로맨스#2020 지상최대공모전#퓨전사극#성장드라마,86813,전체연령가,총 82화,https://image-comic.pstatic.net/webtoon/780063/thumbnail/thumbnail_IMAG21_3978478587194062641.jpg
/webtoon/list?titleId=775140,인피니티,2오,9.78,"축구선수가 공을 무서워한다?!
공만 오면 자동적으로 피하는 몸 때문에 괴로워하는 축구부 다민은 새로운 제안을 받는다.
""야, 너 펜싱 해라!""
인생 최대의 약점이 최대의 강점으로 인정받은 순간 다민은 새로운 세계에 발을 내딛는데...
귀족 스포츠 펜싱계에 말도 안 되는 천재 등장!",#스포츠#스포츠성장,56173,전체연령가,총 117화,https://image-comic.pstatic.net/webtoon/775140/thumbnail/thumbnail_IMAG21_2de7a216-571b-4bf9-81b6-11b37126d328.jpg
/webtoon/list?titleId=751999,백년게임,하람 / 지야,9.84,"""당신의 게임은 여기까지군요"" 
백 년마다 열리는 소원 그 이상을 이뤄주는 대회, 최종 우승자는 단 한 명.
소년 한시준, 가족을 구하기 위해 모든 것을 걸고 치열한 전투에 뛰어든다.",#판타지,76539,12세 이용가,총 172화,https://image-comic.pstatic.net/webtoon/751999/thumbnail/thumbnail_IMAG21_8797d0ef-cefd-463b-bf97-1361a5de293b.jpg
/webtoon/list?titleId=802906,우리 무슨 사이야?,고농,9.81,"세희와 연우는 어릴 때 부터 알고 지낸 소꿉친구이지만, 사실 세희는 연우를 짝사랑하고 있다. 
그러나 짝사랑을 시작한 시점 이후로 묘하게 차가워진 연우의 태도. 이에 세희는 가망 없는 짝사랑을 접기로 결심한다.
그런 세희의 앞에 전학생 서진이 나타나고 둘은 점점 가까워지는데…",#로맨스,82802,전체연령가,총 48화,https://image-comic.pstatic.net/webtoon/802906/thumbnail/thumbnail_IMAG21_a0759dac-4e68-4ce1-b787-a2a235d1bd37.jpg
/webtoon/list?titleId=805893,연기는 처음인데요?!,홍로베 / 앨렴,9.93,"어느 날 시아는 잘못 찾아간 연기 학원에서, 
연기에 재능이 있다는 칭찬을 듣고는 덜컥 학원에 등록해버리고 만다. 
그리고 그곳에서 같은 반 친구인 유하늘과 만나게 된다. 
시아는 매일 마주치는 하늘에게 자꾸 관심이 가지만, 
하늘의 철벽 선 긋기는 끝나지 않는다. 
오디션을 거치며 점점 연기에 진심이 되어가는 시아, 
연기 초보 시아는 과연 배우로 잘 성장할 수 있을까?",#로맨스#학원로맨스#하이틴#청춘로맨스#연예계#성장드라마,34193,전체연령가,총 33화,https://image-comic.pstatic.net/webtoon/805893/thumbnail/thumbnail_IMAG21_bfdc4017-7983-4474-90bc-854779bdbdbf.jpg
/webtoon/list?titleId=793410,별빛 커튼콜,아르몽,9.96,"화려한 인플루언서로 살아온 '문유별'. 
아버지 사업이 망하며 성월에 있는 외할아버지 집으로 쫓기듯 내려오고, 
그곳에 살고 있는 남자 '오리온'을 만나게 된다. 

빚더미에서 벗어나기 위해, 
외할아버지가 남긴 유산을 받으려 고군분투하는 유별과, 
사사건건 유별을 방해하는 리온. 

과연 유별은 무사히 유산을 받고 원래의 삶으로 돌아갈 수 있을까? 
성월에서 펼쳐지는 힐링 로맨스!",#로맨스#힐링#청춘로맨스#인플루언서#성장드라마,46772,전체연령가,총 78화,https://image-comic.pstatic.net/webtoon/793410/thumbnail/thumbnail_IMAG21_e2baecd4-0f45-40b2-9de9-667f86e1f7f2.jpg
/webtoon/list?titleId=800006,미드우트,원김,9.94,"괴물 처치 부대 '스레투'가 사라진 지금... 인간들은 괴물들의 먹이가 되었다. 
이유는 '이안'이라는 오퍼 지원자가 모든 군인들을 죽여버렸기 때문이다. 
태어날 때부터 생명의 위협을 받으며 살아온 '진청도'는 전설의 아이템 '미드우트'를 이용해 과거로 가서 스레투를 학살한 이안을 죽이려 하는데...",#판타지,38154,15세 이용가,총 61화,https://image-comic.pstatic.net/webtoon/800006/thumbnail/thumbnail_IMAG21_027497ee-7115-4fb9-b8ae-d99f54e47e42.jpg
/webtoon/list?titleId=729036,합법해적 파르페,뼈피살,9.96,비범한 공주님 파르페의 신묘한 모험 판타지,#판타지#최강자전#2017 최강자전,51524,전체연령가,총 200화,https://image-comic.pstatic.net/webtoon/729036/thumbnail/thumbnail_IMAG21_e7de7318-0952-49a2-9e24-335e0a321ce8.jpg
/webtoon/list?titleId=801773,하나는 적고 둘은 너무 많아,젤리피쉬 / 손모모,9.68,"전 남편과 익명 데이트 어플에서 만났다...?
연애부터 결혼까지 10년이란 긴 세월의 마침표를 찍고 얼마 전 이혼한 마루와 지호. 
두 사람은 각각 외로운 마음을 달래고자 익명의 데이트 어플 '큐피드'를 설치하게 되는데... 
서로를 모르는 채 매칭이 된 두 사람은 이곳에서 은밀한 비밀을 공유하는 사이가 된다.",#로맨스#고자극로맨스#현실로맨스#재회,24399,15세 이용가,총 51화,https://image-comic.pstatic.net/webtoon/801773/thumbnail/thumbnail_IMAG21_ea1917eb-9a72-45ab-a7fe-fa5cbd90b2ca.jpg
/webtoon/list?titleId=797221,비밀친구,이밤애 / 사바싸,9.84,"세상의 모든 비밀을 알 수 있다면 그것은 축복일까?
충격적인 비밀들을 나에게 알려주는 악마,
그러나 이를 발설하면 상대는 죽음에 이르게 된다.
악마와의 위험한 공존 속에서 그를 처단해야 한다.",#스릴러#2021 지상최대공모전#서스펜스#복수극#두뇌싸움,30246,15세 이용가,총 67화,https://image-comic.pstatic.net/webtoon/797221/thumbnail/thumbnail_IMAG21_7089289671999633716.jpg
/webtoon/list?titleId=803119,"푸른 밤, 황홀의 윤무",호찌 / 해독 / 유안나,9.94,"평범한 회사원 강서윤은 피아니스트 안희원의 연주회장에서 깜빡 잠이 든다. 사람 한 명 남지 않은 콘서트홀에 남아 있던 그녀는 살인 사건을 방조하고 피 웅덩이에서 피아노를 연주하는 안희원을 목격하는데……?
“그러니까 먹히든지, 죽든지. 선택은 우리 서윤 씨가 해요.”",#로맨스#고자극로맨스#혐관로맨스#뱀파이어#까칠남#소설원작,57544,15세 이용가,총 47화,https://image-comic.pstatic.net/webtoon/803119/thumbnail/thumbnail_IMAG21_cfc478c6-3b56-4bdf-b959-089775b2b916.jpg
/webtoon/list?titleId=778325,미친 후작을 길들이고 말았다,골지 / 이레 / 로판맛집,9.96,"""나를 이용해요. 그대가 날 사랑하지 않아도 되니까.""

정의로운 대장장이 가문의 영애, 라라.
그녀는 어린 소년, 에스칼을 인신매매로부터 구해내어 함께 지내지만, 갑작스러운 영지 침략으로 인해 그를 잃고 만다.
쉽게 아물지 않는 아픔을 억지로 묻은 채 가문의 부흥에만 힘 쓴지 1년. 라라의 앞에는 제국의 악명 높은 '미친 후작', 에스칼 반 다이크가 나타나는데...

같은 이름, 유사한 외양, 차갑고 냉정한 성격까지.
라라는 1년 전 죽은 소년과 자꾸만 겹쳐보이는 그의 애정공세가 혼란스럽기만 하다!",#로맨스#소설원작,149345,전체연령가,총 73화,https://image-comic.pstatic.net/webtoon/778325/thumbnail/thumbnail_IMAG21_5998e09b-34fc-42fa-910b-ee9564be0a20.jpg
/webtoon/list?titleId=798622,천상의 주인,권러프 / MOOHAK,9.71,"모두가 척박한 지상을 벗어나 풍족한 하늘로 가기를 꿈꾸는 세상.
500년 전, 하늘이 붕괴되고 아홉 층운으로 갈라지면서 서바이벌이 시작된다.
'아홉 층운을 넘어 천상에 오르는 자. 세상의 주인이 되리라.'
가혹한 세상을 증오하였던 지크는 자신의 운명을 바꾸고자 천상에 오르길 꿈꾸고...
마침내 아홉 층운으로 이어지는 '하늘의 문'이 열리는 날, 
오랫동안 염원하던 하늘길을 여는 특별한 새 '소울버드'를 얻고는 하늘로 향하는 모험을 시작하게 된다.",#판타지#소년왕도물,25981,12세 이용가,총 64화,https://image-comic.pstatic.net/webtoon/798622/thumbnail/thumbnail_IMAG21_0fd8f2b5-635c-4d34-ad9a-ef26e4de39ac.jpg
/webtoon/list?titleId=803371,애증화음,전구,9.94,"치열하게 경쟁하는 서화예술고등학교 피아노과의 두 여학생 최인정과 선경화. 
중학교 시절부터 시작된 그들의 라이벌 관계는 끈질기게 계속되어왔다. 
고3이 된 최근, 항상 아슬하게 뒤처지던 인정의 피아노 실력이 경화를 바짝 따라잡았고 경화는 위기감에 흔들리기 시작하는데...
경화를 향한 인정의 집착, 인정을 향한 경화의 불안. 그 이유는 무엇일까.",#드라마#음악#서바이벌#혐관로맨스#학원물#성장드라마#걸크러시,22493,전체연령가,총 46화,https://image-comic.pstatic.net/webtoon/803371/thumbnail/thumbnail_IMAG21_86c1543c-a30a-41cd-b010-ca749e5e7f25.jpg
/webtoon/list?titleId=802578,신의 최애캐,김찹쌀,9.69,"모든 것이 완벽한 고등학생 홍강후. 하지만 딱 하나, 그에게 허락되지 않은 것은 바로 '연애'다.
4월 8일 고백데이를 앞두고 드디어 '모쏠인생' 강후에게도 봄날이 오는가 싶었는데...",#드라마#2022 지상최대공모전#타임슬립,16940,12세 이용가,총 46화,https://image-comic.pstatic.net/webtoon/802578/thumbnail/thumbnail_IMAG21_d687ee7c-9d25-4b56-8b89-b0acf3c0662a.jpg
/webtoon/list?titleId=816636,2023 루키 단편선,네이버웹툰 작가,9.57,"4년 만에 돌아온 전설 이현세, 이두호 작가가 직접 프로듀싱한 지옥캠프 단편선!
2023년 슈퍼 루키들을 만나보세요!",#드라마#힐링#회귀#현실로맨스#학원로맨스#성장드라마#감성드라마,4153,전체연령가,총 1화,https://image-comic.pstatic.net/webtoon/816636/thumbnail/thumbnail_IMAG21_0aaf3571-5f8a-4b86-a086-b038a27e3aed.jpg
